comentario,cluster_final,categoria_tema,tema_cluster,sentimento_cluster
"Viva o fim da Rede Globo ,que não se trata de uma emissora de televisão dando notícias que por exemplo aconteceram em um lado político e outro. Mas sim de uma emissora que financeiramente pertence ao país que já ha séculos ,quer que o Brasil se mate ,seja destruído ,se divida para melhorar a economia dele. Ou seja ,pertence aos Estados Unidos.
Eu de dez anos para cá aproximadamente ,já diminuir o meu consumo desta emissora em pelo menos 97% em relação ao que assistia antes.
A ação dela na política do Brasil significa tentar manter o país instável sempre. Ela é um problema para o Brasil ,mais grave do que um lado político pode considerar do outro. Devido ao tanto que é grave isto ,valeria a pena agora ""até o tanto de união possível entre o tipo de política de Bolsonaro e o tipo de política de Lula"". Para anular completamente ,o contato desta emissora de televisão com o Brasil. E ela no momento está se dividindo e vendendo seus programas para outras emissoras. Uma das divisões é o canal de televisão Futura.
Como disse Paulo Henrique Amorim :Não deixa ninguém governar ,por isso será fechada.
! Se você gostou passe a idéia.   Tmj.   !É nois.",-1,,,
VAMOS MITO 2022 É 22,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Aaaaa que bom que existe o Lula 🥰,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"3:13:49 
LULA : SIMONES ESTREBIS",1,outros,Reações e humor a momentos do debate presidencial,misto
Bolsonaro 22 🇧🇷,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Partiu sequestrar carbono?,-1,,,
"Essa música da bandeirante, me lembra muito o jogo ""Digimon World 2"" kkk",-1,,,
Felipe D'Ávila 30 👏👏👏,0,economia,Crescimento econômico e futuro do Brasil,negativo
"Só achei improcedente o último direito de resposta cedido ao ""ex-presidiário"" bandido!",-1,,,
Ciro tentando ser religioso 🤡🤣🤣🤣🤣🤣,6,outros,Críticas a candidatos e alianças políticas,negativo
"Sansionou leis em apoio as mulheres mas essas leis não foram propostas pelo Sr. seu Jair Bolsonaro.  Se fosse assim por que não tem nenhum decreto feito diretamente pelo Sr? E mais,  sancionou essas leis para manter apoio no Congresso para poder aprovar leis mais interessantes para ele.  Afinal se não sancionasse não ia conseguir deixar a boiada passar",-1,,,
"Sou Bolsonaro e ponto continuativo, quando seu mandato cabar, serei quem ele indicar e ponto final.",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
2:14:47 hahahahahah!!! Esse sabe ser ator.,1,outros,Reações e humor a momentos do debate presidencial,misto
Porque o bolsa familia era baixo questionou bolsonaro. Porque ele mesmo votava contra o bolsa família e ir contra o bolsa familia na campanha presidencial dele. Agora vem com essas falácias,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
É  impressão minha ou parecia que havia duplas entre os canditados ?,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Não sei o que isentar professor de imposto de renda vai melhorar na educação. 
Professor tem piso de R$ 3.500,00. Não é a classe mais desfavorecida do Brasil. Só dar mais dinheiro não vai melhorar educação.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"""Carbono zero"", ""Energia verde"", ""Emprego verde"", esse partido Novo se perdeu completamente. Esse partido Novo não é de direita NUNCA nessa vida. Que tipo de ""Liberal"" é esse? Liberal que defende a agenda ESG abertamente em rede nacional. Isso é uma VERGONHA.",-1,,,
"Poxa vida, o Professor Felipe foi muito bem nesse debate! E esse dingle ""pare de votar no menos pior"" ficou na cabeça!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Aí depois não sabem porque chamam o Bozo de machista. 
Ele tem a Simone, a Soraia e o Ciro pra perguntar. Escolhe o Ciro e pergunta:
O QUE VOCÊ ACHA DOS MEUS PROJETOS PARA AS MULHERES!!!",6,outros,Críticas a candidatos e alianças políticas,negativo
"muito bom ter um debate presidencial, bem melhor do que aconteceu, ou nao, em 2018, ja o teor do debate e' outra coisa, mas ainda assim melhor ter debate do que nao ter.",-1,,,
Cara kkkkk como que o cara usa de extrema burrice pra falar que as pessoas desempregadas estão desistindo de procurar emprego kkkkkj,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Como sempre o complô contra o capitão, a Simone e a Soraia parecia que eram candidata a presidente e vice kkkkk",4,outros,Desempenho e propostas das candidatas no debate,negativo
Parabens joze amaro,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Mostrando pra Globo que é um lixo,o que é fazer um jornalismo limpo e sem frescura.  Bolsonaro reeleito.",-1,,,
Só temos uma solução tirar toda a bancada do PT do Brasil,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
Todos eles fogem das perguntas do presidente Bolsonaro Eles não estão tendo argumentos Bolsonaro eleito O melhor presidente de todos os tempos,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Vc é um ladrão lula, é impressionante como existe pessoas que ainda caem nas suas ciladas.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Passando apenas para ressaltar que o Lula nunca foi inocentado, o processo foi anulado pela parcialidade (vontade de prender) do juiz Sérgio moro, mas as provas reunidas foram sim o suficiente pra provar a corrupção do ex presidente.
E Bolsonaro também rouba!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"É muita cara de pau o lula aparecer na mídia depois de tudo o que fez de mau neste país e querer ser presidente novamente. É incrível ver até que ponto chega uma pessoa por causa do dinheiro.
BOLSONARO 2022!!!",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Ciro Gomes e muito cínico,6,outros,Críticas a candidatos e alianças políticas,negativo
"A economia está bombando só se for no kuulll do bolsonaro !!! R💲120,00 um gás de cozinha, R💲50,00 o quilo de carne , R💲10,00 o litro de óleo R💲8,00⛽   mó otários nazista fdp !!! Safado corrupto!!!",-1,,,
"Vale ressaltar que é estranho dizer que 33 milhões de brasileiros passam fome, disse Hugo Garbe, economista-chefe da G11 Finance e professor do curso de economia e finanças da Universidade Mackenzie.......

Hoje, temos reduzido cada vez mais o desemprego no Brasil, no auge da pandemia, chegou a 14 milhões. Hoje, são 9 milhões..,....

Garbe lembrou ainda do auxílio emergencial, pago quase ininterruptamente desde o início da pandemia e que contemplou quase 80 milhões de pessoas..,...

Nossa situação difere da de países como Argentina e a Venezuela, que passam por uma crise de maiores proporções, observou....... Então comparando nosso país à Venezuela.........",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"3:43:00, simone e muito foda, na moral, tmnc vcs que ficam em lula e bolsonaro, tao escolhendo o menos pior onde existem muitos bons",-1,,,
"O DEBATE FOI ÓTIMO, PORÉM, SÓ ATACARAM O PRESIDENTE BOLSONARO.",-1,,,
Mulher defendendo fundo eleitoral kkkkkkk,-1,,,
"Lula depois da roubalheira, não tem mais argumento o que se tem é mto dinheiro guardado que foi saqueado da nossa Petrobrás, sem falar que na história da República entre lula e dom pedro l, o ex-presidiario foi   o presidente quem mais saqueou o Brasil.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Lula é o melhor mesmo,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
No YouTube o que e bet play não teria acontecido isso,3,outros,Qualidade e organização do debate presidencial,positivo
Se eles diverce pesquisado,-1,,,
5 mil pra quem terminar o ensino médio kkk... Depois dos 30 bora pra escola gente fingir que estamos no segundo ano do ensino médio...,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"3:33:25 minha impressão dessa fala é que os negros (na visão dela) são a par do restante das pessoas. ¯\_(ツ)_/¯
Eu realmente não sei se é só uma impressão ruim que tive, mas não gostei da forma como ela falou... Ela frisou muito que vai ter negros. Sei lá achei estranho. 
Gostaria da opinião de vocês. S2",4,outros,Desempenho e propostas das candidatas no debate,negativo
Depois de ver esse Debate resolvi votar no Novo 30.,-1,,,
"O presidente reeleito é uma realidade, pesquisem cada coisa que foi dita nesse debate vão atrás da informação, por favor.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Parabéns Presidente Bolsonaro,  o senhor foi assertivo e rápido.  Em 2022 é 22.",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Muito Bonitas as metas, só que a realidade quando se chega ao poder é outra🙅‍♀️🤦‍♀️ e admiro um monte de funcionários públicos  tentar enganar a população brasileira com tantas conversas que todos no seus mundos sonham em algo surreal 🤦‍♀️🤷‍♀️Tudo que querem fazer pelo Brasil tem que se passar por aprovações,  não é só ter vontade e desejo de se realizar e fazer🤷‍♀️🤦‍♀️fora os acordos que são necessários para que realmente tudo se faça 🤷‍♀️
Acordem povo, ex-ministros e senadoras, que só conversas fiadas pra roubar mais o nosso País 🤷‍♀️🤦‍♀️😡😬🤡 só palhaçada todos, com conversas pra enganar o povo. Que absurdo,  DIZER que Isentará quem não precisa dos Impostos😡🤦‍♀️🤡sendo que o brasileiro menos favorecidos é uma humilhação pra obter esse direito de ser Isentos do IPTU,  que só tem direitos  com 65 anos e se a metragem da casa que tem não ultrapassar o limite de metragem Exigida 🤷‍♀️🤦‍♀️🙈🤡fala sério 😡😡😡😡😬 e dar dinheiro no valor de 5 000 reais  proposto pra quem tem que estudar 🤦‍♀️😬🤡😡e para o Trabalhador,  quando é pra aumentar 100 reais do salário mínimo, quebra os Cofres públicos 🤷‍♀️🤦‍♀️😬🤡😡😡😡Sem Noção esse povo. Chega de Enganação Barata gente🤷‍♀️😡😬🤡🤦‍♀️ Ainda diz que nos Defende Nós Mulheres pára😡😡😡😡🤡",-1,,,
2:07:00 Lula para no tempo igual um jegue kkkkkkk,1,outros,Reações e humor a momentos do debate presidencial,misto
"Parabéns Band. Não pude assistir ao vivo, mas aqui na íntegra está perfeito. 
O importante é que dia 1° de Janeiro num decreto só o segredo do decreto de silêncio de 100 anos será derrubado, tic tac...",3,outros,Qualidade e organização do debate presidencial,positivo
"Eu sou a favor da reeleição. Um governo que não pode ser reeleito, acredito, talvez se esforce menos por fazer um bom governo. E sem reeleição não se pode votar novamente num possível bom governo.",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Esse debate foi top!! O Bolsonaro é o meu presidente,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
O SUS é orgulho pra quem?,-1,,,
"Depois deste debate, mudei de voto. Mulher vota em mulher.",-1,,,
Esse bolsonaro é ruim em debate!,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
*Esse debate vai valer muito a pena assistir mais vezes.*,-1,,,
Quem é essa Simone que eu nem conheço? 😂,4,outros,Desempenho e propostas das candidatas no debate,negativo
Simone 🤣🤣🤣🤣 é  uma piada,4,outros,Desempenho e propostas das candidatas no debate,negativo
"Isentar IR de professores, criar só uma forma de tributação, perdão de dívidas/renegociação pelo Serasa com descontos de 90%, ex presidente e ladrão sem qualquer plano de governo, exceto regulamentar os meios de comunicação, mentiras e mais mentiras de candidatas, Ciro Gomes não sabe quem apoia, critica Lula, mas no final vai apoia-lo...",6,outros,Críticas a candidatos e alianças políticas,negativo
Lula volta!🙌       pra cadeia kakakakakakak,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Professor falou bem !,6,outros,Críticas a candidatos e alianças políticas,negativo
2:09:02 pergunta da vera,1,outros,Reações e humor a momentos do debate presidencial,misto
Candidato Ciro sempre com essa ideia de retirar o nome dos pobres do Serasa. A realidade será a nova inscrição em menos de 2 meses kkkkk,6,outros,Críticas a candidatos e alianças políticas,negativo
Nós professores precisamos aprender a dar aulas? Se oriente!,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Lulaladrão podia devolver os roubos da petr  BNDES o depósito de 5bilhoes no bco Vaticano (revista Veja) dos empréstimos Venezuela África Cuba etc,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Palhaçada sem o Pablo Marçal aí !!!,-1,,,
"Só faltou um entrevistador de direita pra ficar equilibrado do restante foi bom o debate 



E tbm, se tirasse tebet, soraya e felipe ficaria ainda mlr, afinal a audiência se dá em conta do bolsonaro, convenhamos😴🤙🏻🇧🇷",6,outros,Críticas a candidatos e alianças políticas,negativo
"O pior do brasileiro é  o próprio cidadão desejar a ruina do país caso seu candidato não  seja eleito,temos que torcer para o Brasil melhorar mesmo que o nosso candidato não  ganhe",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
1:49:02 / 3:52:10,1,outros,Reações e humor a momentos do debate presidencial,misto
Essas feministas não me representa,4,outros,Desempenho e propostas das candidatas no debate,negativo
Gostei da Soraia 👏🏼👏🏼👏🏼👏🏼,4,outros,Desempenho e propostas das candidatas no debate,negativo
"Lula mentiroso e ladrão
Nunca tive tanta certeza do meu voto 22",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
Esse debate está hilário.,3,outros,Qualidade e organização do debate presidencial,positivo
"O Dávila tá apoiando toda a plataforma de governo do Presidente Bolsonaro. 😉

Obrigada Dávila por mencionar o sucesso do Presidente Bolsonaro 😎",2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Essa mulher só  tem uma solução pro Brasil,atacar o bolsonaro kkkkkkkkkk",-1,,,
Bolsonaro sai do cercadinho ele fica em choque kkkkkkkkk,2,outros,Desempenho e popularidade de Bolsonaro no debate,positivo
"Lula está mais analfabeto.
Se ganhar o país vai ficar uma merda",5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
LULADRÃO quer comprar Ciro se for pra segundo turno kkkkkkk,6,outros,Críticas a candidatos e alianças políticas,negativo
Por que nao fazem uma charge de desenho hahaha ia ficar muito bom,-1,,,
O Cachaça Nove Dedos tava tão perdido no debate. Que no dia seguinte correu pro cartório mais próximo pra alterar o nome de registro para : Luis Perdido da Silva .kkkkk,5,corrupcao,Acusações de corrupção e irresponsabilidade contra Lula,negativo
"Obg band, agora so tenho certeza do presidente que o Brasil precisa mesmo.  😏🇧🇷",3,outros,Qualidade e organização do debate presidencial,positivo
Se tudo tá fora do LUGAR... Esse Ciro MENTIROSO está sendo candidato pra que??? Cabra ruimmmmm!!! Corja grande querendo tirar nosso PRESIDENTE que tem sido referência em todo o MUNDO.... Que Deus continue protegendo JAIR MESSIAS BOLSONARO...🙌🙌,-1,,,
